date,is_known,is_EU,country,duration_sec,analysis_period,trigger_48h,trigger_7d,trigger_1M
2024-07-08 17:54:40,True,True,DE,24,Baseline (Pre-Audit),False,False,False
2024-07-11 10:59:49,True,True,DE,41,Baseline (Pre-Audit),False,False,False
2024-07-11 12:54:50,True,True,DE,8,Baseline (Pre-Audit),False,False,False
2024-07-11 14:54:19,True,True,DE,284,Baseline (Pre-Audit),False,False,False
2024-07-11 16:42:45,True,True,DE,19,Baseline (Pre-Audit),False,False,False
2024-07-11 16:52:37,True,True,DE,88,Baseline (Pre-Audit),False,False,False
2024-07-12 11:47:01,True,True,DE,5,Baseline (Pre-Audit),False,False,False
2024-07-12 11:50:46,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-12 11:50:58,True,True,DE,11,Baseline (Pre-Audit),False,False,False
2024-07-13 14:27:54,True,True,DE,80,Baseline (Pre-Audit),False,False,False
2024-07-13 14:34:15,True,True,DE,36,Baseline (Pre-Audit),False,False,False
2024-07-13 15:13:18,True,True,DE,22,Baseline (Pre-Audit),False,False,False
2024-07-14 11:20:37,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-14 11:34:54,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-14 11:35:51,True,True,DE,21,Baseline (Pre-Audit),False,False,False
2024-07-14 14:13:38,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-14 14:19:26,True,True,DE,15,Baseline (Pre-Audit),False,False,False
2024-07-14 14:19:56,True,True,DE,241,Baseline (Pre-Audit),False,False,False
2024-07-14 15:07:50,True,True,DE,18,Baseline (Pre-Audit),False,False,False
2024-07-14 16:15:53,True,True,DE,35,Baseline (Pre-Audit),False,False,False
2024-07-14 17:16:51,True,True,DE,20,Baseline (Pre-Audit),False,False,False
2024-07-15 16:03:01,False,True,DE,36,Baseline (Pre-Audit),False,False,False
2024-07-16 17:49:28,True,True,DE,38,Baseline (Pre-Audit),False,False,False
2024-07-16 17:59:31,True,True,DE,1,Baseline (Pre-Audit),False,False,False
2024-07-17 16:46:01,True,True,DE,12,Baseline (Pre-Audit),False,False,False
2024-07-18 12:37:08,True,True,DE,26,Baseline (Pre-Audit),False,False,False
2024-07-18 13:08:52,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-18 13:14:33,True,True,DE,4,Baseline (Pre-Audit),False,False,False
2024-07-18 13:15:04,True,True,DE,99,Baseline (Pre-Audit),False,False,False
2024-07-18 13:16:59,True,True,DE,13,Baseline (Pre-Audit),False,False,False
2024-07-18 13:18:37,True,True,DE,15,Baseline (Pre-Audit),False,False,False
2024-07-18 13:25:52,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-18 13:33:51,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-18 13:37:41,True,True,DE,28,Baseline (Pre-Audit),False,False,False
2024-07-18 13:48:10,True,True,DE,4,Baseline (Pre-Audit),False,False,False
2024-07-18 13:50:08,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-07-18 13:51:19,True,True,DE,46,Baseline (Pre-Audit),False,False,False
2024-07-18 13:55:09,True,True,DE,20,Baseline (Pre-Audit),False,False,False
2024-07-18 18:11:08,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-07-18 18:32:14,True,True,DE,16,Baseline (Pre-Audit),False,False,False
2024-07-18 20:23:54,True,True,DE,8,Baseline (Pre-Audit),False,False,False
2024-07-18 21:46:26,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-20 11:19:06,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-07-29 16:37:04,True,True,DE,14,Baseline (Pre-Audit),False,False,False
2024-07-29 18:57:34,True,True,DE,79,Baseline (Pre-Audit),False,False,False
2024-07-29 19:10:33,True,True,DE,150,Baseline (Pre-Audit),False,False,False
2024-07-31 13:21:20,False,False,Non-EU,0,Baseline (Pre-Audit),False,False,False
2024-07-31 18:52:01,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-03 09:29:44,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-03 09:45:55,True,True,DE,16,Baseline (Pre-Audit),False,False,False
2024-08-03 12:12:49,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-12 14:55:13,True,True,DE,10,Baseline (Pre-Audit),False,False,False
2024-08-16 12:25:47,True,True,DE,25,Baseline (Pre-Audit),False,False,False
2024-08-16 20:33:47,True,True,DE,8,Baseline (Pre-Audit),False,False,False
2024-08-19 10:51:34,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-19 10:52:20,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-19 10:53:06,False,,,0,Baseline (Pre-Audit),False,False,False
2024-08-19 13:30:07,False,True,DE,20,Baseline (Pre-Audit),False,False,False
2024-08-19 15:20:17,False,True,DE,2081,Baseline (Pre-Audit),False,False,False
2024-08-27 11:55:45,True,True,DE,757,Baseline (Pre-Audit),False,False,False
2024-08-28 17:23:23,True,True,DE,25,Baseline (Pre-Audit),False,False,False
2024-08-29 15:34:14,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-30 13:31:34,True,True,DE,1,Baseline (Pre-Audit),False,False,False
2024-08-30 14:13:18,False,True,DE,132,Baseline (Pre-Audit),False,False,False
2024-08-30 17:21:11,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-30 19:10:14,True,True,DE,3,Baseline (Pre-Audit),False,False,False
2024-08-30 19:22:55,True,True,DE,36,Baseline (Pre-Audit),False,False,False
2024-08-31 11:32:40,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-31 11:36:55,True,True,DE,40,Baseline (Pre-Audit),False,False,False
2024-08-31 11:58:02,True,True,DE,16,Baseline (Pre-Audit),False,False,False
2024-08-31 11:59:28,True,True,DE,6,Baseline (Pre-Audit),False,False,False
2024-08-31 13:44:28,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-08-31 13:44:35,True,True,DE,98,Baseline (Pre-Audit),False,False,False
2024-08-31 13:56:30,True,False,Non-EU,0,Baseline (Pre-Audit),False,False,False
2024-08-31 13:57:22,True,True,DE,88,Baseline (Pre-Audit),False,False,False
2024-09-01 11:45:51,True,True,DE,46,Baseline (Pre-Audit),False,False,False
2024-09-02 08:59:34,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-02 11:08:58,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-09-02 11:25:32,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-09-03 10:26:04,False,True,DE,59,Baseline (Pre-Audit),False,False,False
2024-09-04 08:12:39,False,True,DE,1983,Baseline (Pre-Audit),False,False,False
2024-09-04 14:38:17,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-04 14:39:24,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-04 15:29:45,False,True,DE,49,Baseline (Pre-Audit),False,False,False
2024-09-05 10:46:21,False,True,DE,32,Baseline (Pre-Audit),False,False,False
2024-09-05 10:47:04,False,True,DE,26,Baseline (Pre-Audit),False,False,False
2024-09-05 12:28:19,False,True,DE,618,Baseline (Pre-Audit),False,False,False
2024-09-05 12:44:15,False,True,DE,45,Baseline (Pre-Audit),False,False,False
2024-09-07 12:51:21,True,True,DE,22,Baseline (Pre-Audit),False,False,False
2024-09-07 12:53:31,True,True,DE,28,Baseline (Pre-Audit),False,False,False
2024-09-07 13:55:51,True,True,DE,15,Baseline (Pre-Audit),False,False,False
2024-09-07 18:10:07,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-07 18:12:01,True,True,DE,4,Baseline (Pre-Audit),False,False,False
2024-09-08 11:51:02,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-08 12:18:19,True,True,DE,52,Baseline (Pre-Audit),False,False,False
2024-09-08 14:41:49,True,True,DE,11,Baseline (Pre-Audit),False,False,False
2024-09-09 13:24:17,False,True,DE,332,Baseline (Pre-Audit),False,False,False
2024-09-09 15:34:25,False,True,DE,1351,Baseline (Pre-Audit),False,False,False
2024-09-09 15:36:33,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-09 15:37:41,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-09 15:57:33,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-09-09 16:31:37,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-09-09 17:08:41,True,True,DE,9,Baseline (Pre-Audit),False,False,False
2024-09-10 10:13:56,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-10 14:34:51,True,True,DE,34,Baseline (Pre-Audit),False,False,False
2024-09-10 16:00:10,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-11 12:23:18,False,True,DE,172,Baseline (Pre-Audit),False,False,False
2024-09-11 18:05:56,True,True,DE,20,Baseline (Pre-Audit),False,False,False
2024-09-11 21:29:16,True,True,DE,77,Baseline (Pre-Audit),False,False,False
2024-09-12 12:16:30,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-12 12:20:21,True,True,DE,16,Baseline (Pre-Audit),False,False,False
2024-09-13 12:47:27,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-09-13 14:11:50,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-09-13 14:39:30,False,True,DE,527,Baseline (Pre-Audit),False,False,False
2024-09-14 12:20:25,True,True,DE,3,Baseline (Pre-Audit),False,False,False
2024-09-15 14:44:44,False,False,Non-EU,0,Baseline (Pre-Audit),False,False,False
2024-09-16 15:27:37,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-16 16:06:12,False,True,DE,53,Baseline (Pre-Audit),False,False,False
2024-09-18 20:11:49,True,True,DE,6,Baseline (Pre-Audit),False,False,False
2024-09-24 08:43:51,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-24 15:51:12,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-26 15:47:21,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-26 18:52:31,True,True,DE,97,Baseline (Pre-Audit),False,False,False
2024-09-27 15:41:04,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-28 14:42:45,True,True,DE,3,Baseline (Pre-Audit),False,False,False
2024-09-28 14:43:15,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-28 14:43:15,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-28 14:43:19,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-28 14:43:19,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-28 14:43:30,True,True,DE,436,Baseline (Pre-Audit),False,False,False
2024-09-28 14:44:12,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-29 12:59:30,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-09-29 13:11:16,True,True,DE,20,Baseline (Pre-Audit),False,False,False
2024-09-29 13:48:46,True,True,DE,10,Baseline (Pre-Audit),False,False,False
2024-09-30 14:53:03,False,True,DE,372,Baseline (Pre-Audit),False,False,False
2024-10-01 15:39:29,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-01 22:43:58,True,True,DE,18,Baseline (Pre-Audit),False,False,False
2024-10-02 14:58:07,False,True,DE,93,Baseline (Pre-Audit),False,False,False
2024-10-02 15:01:37,False,True,DE,96,Baseline (Pre-Audit),False,False,False
2024-10-04 20:06:20,True,True,DE,9,Baseline (Pre-Audit),False,False,False
2024-10-05 14:56:22,True,True,DE,34,Baseline (Pre-Audit),False,False,False
2024-10-08 15:52:52,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-08 15:53:11,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-09 14:04:37,True,True,DE,7,Baseline (Pre-Audit),False,False,False
2024-10-12 23:12:19,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-13 14:42:56,False,False,Non-EU,0,Baseline (Pre-Audit),False,False,False
2024-10-15 11:40:10,False,,,0,Baseline (Pre-Audit),False,False,False
2024-10-15 12:41:51,False,True,DE,8,Baseline (Pre-Audit),False,False,False
2024-10-15 12:47:21,False,,,428,Baseline (Pre-Audit),False,False,False
2024-10-20 08:54:11,True,False,Non-EU,0,Baseline (Pre-Audit),False,False,False
2024-10-20 11:38:00,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-20 13:37:57,True,True,DE,24,Baseline (Pre-Audit),False,False,False
2024-10-21 12:52:41,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-21 15:26:39,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-22 10:56:28,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-22 10:57:14,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-22 11:33:08,False,True,DE,4,Baseline (Pre-Audit),False,False,False
2024-10-22 11:33:39,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-10-22 11:42:09,False,True,DE,803,Baseline (Pre-Audit),False,False,False
2024-10-23 15:13:06,False,True,DE,958,Baseline (Pre-Audit),False,False,False
2024-10-25 12:30:04,True,True,DE,805,Baseline (Pre-Audit),False,False,False
2024-10-25 12:30:04,True,True,DE,805,Baseline (Pre-Audit),False,False,False
2024-10-27 09:30:17,True,True,DE,106,Baseline (Pre-Audit),False,False,False
2024-10-27 11:05:49,True,True,DE,48,Baseline (Pre-Audit),False,False,False
2024-10-31 10:51:29,True,True,DE,117,Baseline (Pre-Audit),False,False,False
2024-10-31 13:18:23,True,True,DE,56,Baseline (Pre-Audit),False,False,False
2024-10-31 13:49:47,True,True,DE,14,Baseline (Pre-Audit),False,False,False
2024-11-01 14:45:37,False,True,DE,107,Baseline (Pre-Audit),False,False,False
2024-11-04 14:17:21,False,True,NL,6,Baseline (Pre-Audit),False,False,False
2024-11-08 11:19:47,False,True,DE,88,Baseline (Pre-Audit),False,False,False
2024-11-08 15:56:47,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-11-08 16:04:28,False,True,DE,28,Baseline (Pre-Audit),False,False,False
2024-11-09 13:01:03,True,True,DE,85,Baseline (Pre-Audit),False,False,False
2024-11-09 22:22:10,True,True,DE,9,Baseline (Pre-Audit),False,False,False
2024-11-13 14:26:24,False,True,DE,707,Baseline (Pre-Audit),False,False,False
2024-11-14 13:11:31,True,True,DE,112,Baseline (Pre-Audit),False,False,False
2024-11-14 13:18:15,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-11-14 13:18:45,True,True,DE,69,Baseline (Pre-Audit),False,False,False
2024-11-14 14:39:49,False,,,366,Baseline (Pre-Audit),False,False,False
2024-11-19 15:22:33,False,True,DE,82,Baseline (Pre-Audit),False,False,False
2024-11-21 12:37:23,False,True,DE,1289,Baseline (Pre-Audit),False,False,False
2024-11-21 16:48:38,False,True,PT,0,Baseline (Pre-Audit),False,False,False
2024-11-21 17:08:55,False,True,PT,0,Baseline (Pre-Audit),False,False,False
2024-11-21 17:15:34,False,True,PT,0,Baseline (Pre-Audit),False,False,False
2024-11-26 16:48:31,False,True,DE,79,Baseline (Pre-Audit),False,False,False
2024-11-27 12:48:50,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-11-27 13:57:31,False,,,0,Baseline (Pre-Audit),False,False,False
2024-11-27 15:29:36,False,True,DE,348,Baseline (Pre-Audit),False,False,False
2024-11-27 15:35:52,False,,,168,Baseline (Pre-Audit),False,False,False
2024-11-27 18:21:23,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-11-29 16:02:29,False,False,Non-EU,0,Baseline (Pre-Audit),False,False,False
2024-11-29 16:23:31,False,False,Non-EU,0,Baseline (Pre-Audit),False,False,False
2024-11-29 16:32:19,False,False,Non-EU,371,Baseline (Pre-Audit),False,False,False
2024-11-30 13:57:51,True,True,DE,54,Baseline (Pre-Audit),False,False,False
2024-11-30 13:59:23,True,True,DE,113,Baseline (Pre-Audit),False,False,False
2024-11-30 14:05:32,True,True,DE,9,Baseline (Pre-Audit),False,False,False
2024-11-30 14:07:46,True,True,DE,173,Baseline (Pre-Audit),False,False,False
2024-11-30 14:11:26,True,True,DE,7,Baseline (Pre-Audit),False,False,False
2024-11-30 22:04:24,True,True,DE,19,Baseline (Pre-Audit),False,False,False
2024-12-01 11:55:49,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-01 12:00:40,True,True,DE,213,Baseline (Pre-Audit),False,False,False
2024-12-02 13:29:06,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-02 13:48:58,False,True,DE,4,Baseline (Pre-Audit),False,False,False
2024-12-02 13:55:33,False,True,DE,293,Baseline (Pre-Audit),False,False,False
2024-12-03 10:26:08,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-03 10:26:35,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-03 11:22:27,False,True,DE,782,Baseline (Pre-Audit),False,False,False
2024-12-03 16:36:11,True,True,DE,13,Baseline (Pre-Audit),False,False,False
2024-12-03 18:39:37,True,True,DE,1089,Baseline (Pre-Audit),False,False,False
2024-12-05 11:18:28,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-07 21:04:06,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-08 13:33:16,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-09 11:39:29,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-10 12:29:44,True,True,DE,18,Baseline (Pre-Audit),False,False,False
2024-12-10 13:57:53,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-10 14:30:19,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-10 14:51:27,False,True,DE,47,Baseline (Pre-Audit),False,False,False
2024-12-11 13:00:57,True,True,DE,1206,Baseline (Pre-Audit),False,False,False
2024-12-12 09:40:37,False,False,Non-EU,0,Baseline (Pre-Audit),False,False,False
2024-12-12 10:06:44,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-12 10:32:22,False,False,Non-EU,4,Baseline (Pre-Audit),False,False,False
2024-12-12 10:32:37,False,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-12-12 10:48:21,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-12 10:50:27,False,True,DE,149,Baseline (Pre-Audit),False,False,False
2024-12-12 10:52:15,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-12 10:53:08,False,True,DE,2,Baseline (Pre-Audit),False,False,False
2024-12-12 10:54:28,False,True,DE,175,Baseline (Pre-Audit),False,False,False
2024-12-20 14:45:32,False,True,EE,0,Baseline (Pre-Audit),False,False,False
2024-12-20 16:00:18,True,True,DE,102,Baseline (Pre-Audit),False,False,False
2024-12-20 16:41:57,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-21 13:24:19,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-21 13:26:38,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-21 13:27:07,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-21 13:28:29,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-21 13:32:47,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-21 13:42:34,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-21 13:42:45,False,True,EE,0,Baseline (Pre-Audit),False,False,False
2024-12-21 13:42:58,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-23 11:42:26,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2024-12-23 13:27:05,True,True,DE,16,Baseline (Pre-Audit),False,False,False
2024-12-23 17:29:28,True,True,DE,15,Baseline (Pre-Audit),False,False,False
2024-12-29 14:25:19,True,True,DE,25,Baseline (Pre-Audit),False,False,False
2024-12-29 17:25:02,True,True,DE,960,Baseline (Pre-Audit),False,False,False
2025-01-07 20:56:09,True,True,DE,14,Baseline (Pre-Audit),False,False,False
2025-01-07 21:08:01,True,True,DE,75,Baseline (Pre-Audit),False,False,False
2025-01-08 15:47:29,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-01-13 10:40:05,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-01-13 11:07:48,False,False,Non-EU,119,Baseline (Pre-Audit),False,False,False
2025-01-15 09:31:02,False,True,DE,87,Baseline (Pre-Audit),False,False,False
2025-01-17 17:12:01,True,True,DE,6,Baseline (Pre-Audit),False,False,False
2025-01-17 18:29:53,False,True,DE,142,Baseline (Pre-Audit),False,False,False
2025-01-20 20:32:21,True,True,DE,18,Baseline (Pre-Audit),False,False,False
2025-01-22 06:53:06,True,True,DE,9,Baseline (Pre-Audit),False,False,False
2025-01-22 07:08:04,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-01-22 07:09:01,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-01-22 07:11:27,True,True,DE,134,Baseline (Pre-Audit),False,False,False
2025-01-22 10:36:00,False,True,DE,177,Baseline (Pre-Audit),False,False,False
2025-01-22 20:37:51,True,True,DE,653,Baseline (Pre-Audit),False,False,False
2025-01-24 09:43:33,False,True,DE,152,Baseline (Pre-Audit),False,False,False
2025-01-29 07:12:27,True,True,DE,48,Baseline (Pre-Audit),False,False,False
2025-01-29 19:39:47,True,True,DE,6,Baseline (Pre-Audit),False,False,False
2025-01-30 17:11:46,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-01-31 07:50:25,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-01-31 07:51:25,True,True,DE,33,Baseline (Pre-Audit),False,False,False
2025-01-31 08:22:40,True,True,DE,36,Baseline (Pre-Audit),False,False,False
2025-01-31 11:01:12,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-01-31 12:10:19,True,True,DE,55,Baseline (Pre-Audit),False,False,False
2025-02-01 18:04:32,True,True,DE,88,Baseline (Pre-Audit),False,False,False
2025-02-01 18:15:59,True,True,DE,97,Baseline (Pre-Audit),False,False,False
2025-02-01 18:25:47,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2025-02-05 07:12:10,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-05 07:13:26,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-05 07:19:54,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-05 07:21:01,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-05 07:28:34,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-05 07:28:44,True,True,DE,27,Baseline (Pre-Audit),False,False,False
2025-02-06 19:00:01,True,True,DE,14,Baseline (Pre-Audit),False,False,False
2025-02-07 15:20:25,True,True,DE,220,Baseline (Pre-Audit),False,False,False
2025-02-07 19:55:28,True,True,DE,123,Baseline (Pre-Audit),False,False,False
2025-02-09 18:54:02,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-09 18:55:04,True,True,DE,1441,Baseline (Pre-Audit),False,False,False
2025-02-10 11:13:11,False,True,EE,0,Baseline (Pre-Audit),False,False,False
2025-02-10 11:13:21,False,True,EE,0,Baseline (Pre-Audit),False,False,False
2025-02-10 11:13:31,False,True,EE,0,Baseline (Pre-Audit),False,False,False
2025-02-10 11:19:27,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-11 13:39:12,True,True,DE,2,Baseline (Pre-Audit),False,False,False
2025-02-12 07:46:50,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-12 08:00:59,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-15 11:04:00,True,True,DE,3,Baseline (Pre-Audit),False,False,False
2025-02-15 11:04:59,True,True,DE,52,Baseline (Pre-Audit),False,False,False
2025-02-15 11:52:32,True,True,DE,10,Baseline (Pre-Audit),False,False,False
2025-02-15 13:48:08,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-15 13:48:08,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-15 13:48:11,True,True,DE,26,Baseline (Pre-Audit),False,False,False
2025-02-15 13:48:55,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-15 13:49:01,True,True,DE,47,Baseline (Pre-Audit),False,False,False
2025-02-15 13:49:03,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-15 13:57:56,True,True,DE,78,Baseline (Pre-Audit),False,False,False
2025-02-16 12:14:24,True,True,DE,11,Baseline (Pre-Audit),False,False,False
2025-02-16 12:14:53,True,True,DE,32,Baseline (Pre-Audit),False,False,False
2025-02-21 14:44:37,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-21 20:09:43,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-21 20:09:55,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-21 20:11:23,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-23 18:58:00,True,True,DE,11,Baseline (Pre-Audit),False,False,False
2025-02-25 08:03:48,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-25 08:04:58,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-25 12:36:35,False,True,DE,58,Baseline (Pre-Audit),False,False,False
2025-02-25 12:42:13,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-02-25 12:42:33,False,True,DE,109,Baseline (Pre-Audit),False,False,False
2025-02-25 17:27:42,True,True,DE,26,Baseline (Pre-Audit),False,False,False
2025-02-26 18:46:30,True,True,DE,32,Baseline (Pre-Audit),False,False,False
2025-03-01 11:08:46,True,True,DE,176,Baseline (Pre-Audit),False,False,False
2025-03-01 15:00:21,False,True,DE,14,Baseline (Pre-Audit),False,False,False
2025-03-02 16:32:02,True,True,DE,8,Baseline (Pre-Audit),False,False,False
2025-03-02 21:35:06,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-03-05 15:50:55,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-03-06 11:26:11,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-03-06 12:24:12,False,False,Non-EU,696,Baseline (Pre-Audit),False,False,False
2025-03-06 15:48:40,False,True,DE,49,Baseline (Pre-Audit),False,False,False
2025-03-07 11:24:37,False,False,Non-EU,141,Baseline (Pre-Audit),False,False,False
2025-03-07 16:12:59,False,True,DE,44,Baseline (Pre-Audit),False,False,False
2025-03-09 00:10:46,True,True,DE,3,Baseline (Pre-Audit),False,False,False
2025-03-11 12:21:08,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-03-11 12:55:33,False,False,Non-EU,418,Baseline (Pre-Audit),False,False,False
2025-03-12 21:38:10,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-03-12 22:14:27,True,True,DE,3,Baseline (Pre-Audit),False,False,False
2025-03-14 13:45:50,True,True,DE,60,Baseline (Pre-Audit),False,False,False
2025-03-14 20:07:40,True,True,DE,78,Baseline (Pre-Audit),False,False,False
2025-03-16 14:03:29,True,True,DE,24,Baseline (Pre-Audit),False,False,False
2025-03-17 19:35:46,False,True,DE,65,Baseline (Pre-Audit),False,False,False
2025-03-18 09:22:52,True,True,DE,85,Baseline (Pre-Audit),False,False,False
2025-03-18 11:09:54,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-03-18 11:10:40,False,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-03-20 22:48:07,True,True,DE,0,Baseline (Pre-Audit),False,False,False
2025-03-22 10:16:41,True,True,DE,13,Baseline (Pre-Audit),False,False,False
2025-03-24 20:06:00,True,True,DE,67,Baseline (Pre-Audit),False,False,False
2025-03-25 16:40:52,True,True,DE,42,Baseline (Pre-Audit),False,False,False
2025-03-28 13:37:16,True,True,DE,44,Baseline (Pre-Audit),False,False,False
